transaction_id,user_id,timestamp,amount,merchant_id,category,location_id,device_id,payment_method,transaction_status,refund_flag,chargeback_flag
T000308,U0112,2024-05-08 14:59:00,5200000.0,M0078,transfer,Singapore,D0112,credit_card,completed,1,0
T000130,U0152,2024-04-15 12:27:27,60428.0,M0020,transfer,Makassar,D0152,bank_transfer,completed,0,0
T000039,U0077,2024-01-14 09:42:23,565166.0,M0011,e-commerce,Jakarta,D0077,bank_transfer,completed,0,0
T000012,U0048,2024-06-10 01:12:07,81352.0,M0018,gaming,Jakarta,D0048,debit_card,completed,1,0
T000295,U0159,2024-03-29 03:43:32,391070.0,M0033,e-commerce,Yogyakarta,D0159,debit_card,pending,0,0
T000186,U0060,2024-04-22 11:36:55,94489.0,M0062,transfer,Jakarta,D0060,credit_card,completed,0,0
T000350,U0034,2024-03-16 03:58:56,200420.0,M0030,e-commerce,Surabaya,D0034,credit_card,completed,0,0
T000278,U0008,2024-06-16 13:51:30,69828.0,M0039,bills,Yogyakarta,D0008,bank_transfer,completed,0,0
T000113,U0165,2024-01-06 21:34:53,531642.0,M0055,e-commerce,Bandung,D0160,credit_card,completed,0,0
T000180,U0176,2024-05-13 18:32:24,118076.0,M0078,transfer,Jakarta,D0160,e-wallet,completed,0,0
T000267,U0159,2024-04-10 00:48:18,380939.0,M0021,transfer,Yogyakarta,D0159,e-wallet,pending,0,0
T000382,U0156,2024-01-04 14:47:34,448356.0,M0030,e-commerce,Semarang,D0156,credit_card,completed,1,1
T000412,U0019,2024-05-09 09:35:56,4895090.0,M0037,transfer,Bali,D0019,bank_transfer,completed,0,0
T000285,U0088,2024-02-06 00:16:04,44648.0,M0065,food_beverage,Bandung,D0088,debit_card,completed,0,0
T000418,U0144,2024-01-17 08:31:08,1918049.0,M0037,transfer,Medan,D0144,bank_transfer,completed,0,0
T000313,U0045,2024-02-14 01:06:00,500000.0,M0078,transfer,Jakarta,D0045,e-wallet,completed,0,0
T000234,U0197,2024-04-27 07:19:12,187548.0,M0006,transfer,Medan,D0160,credit_card,completed,0,0
T000357,U0078,2024-03-18 10:25:23,448589.0,M0030,e-commerce,Semarang,D0078,credit_card,completed,1,0
T000165,U0112,2024-02-14 18:04:57,117199.0,M0046,food_beverage,Jakarta,D0112,e-wallet,completed,0,0
T000137,U0105,2024-01-07 03:09:54,122255.0,M0039,bills,Semarang,D0105,debit_card,completed,0,0
T000198,U0030,2024-06-24 12:47:01,548494.0,M0022,e-commerce,Semarang,D0030,debit_card,completed,0,0
T000259,U0163,2024-02-24 05:04:56,82674.0,M0064,food_beverage,Jakarta,D0160,e-wallet,completed,0,0
T000233,U0141,2024-02-19 15:19:21,252035.0,M0050,entertainment,Bandung,D0141,bank_transfer,completed,0,0
T000116,U0028,2024-05-11 17:54:52,107655.0,M0007,food_beverage,Jakarta,D0028,credit_card,completed,0,0
T000121,U0115,2024-06-02 10:15:47,290504.0,M0002,food_beverage,Jakarta,D0115,credit_card,completed,0,0
T000225,U0071,2024-06-23 13:12:37,738894.0,M0068,e-commerce,Jakarta,D0071,bank_transfer,completed,0,0
T000356,U0078,2024-01-12 03:34:08,631371.0,M0016,e-commerce,Semarang,D0078,credit_card,completed,1,0
T000292,U0108,2024-06-13 09:51:13,165070.0,M0056,travel,Jakarta,D0108,credit_card,completed,0,0
T000128,U0179,2024-02-28 08:46:50,255507.0,M0003,bills,Makassar,D0160,bank_transfer,completed,0,0
T000368,U0078,2024-04-20 01:42:43,1270513.0,M0024,retail,Semarang,D0078,credit_card,completed,0,0
T000108,U0005,2024-05-07 09:12:37,256036.0,M0073,e-commerce,Jakarta,D0005,e-wallet,completed,0,0
T000323,U0034,2024-06-13 03:35:02,365439.0,M0076,retail,Surabaya,D0034,credit_card,completed,1,1
T000134,U0068,2024-03-08 13:58:41,157210.0,M0018,gaming,Surabaya,D0068,credit_card,completed,0,0
T000317,U0089,2024-05-20 03:17:00,500000.0,M0023,transfer,Surabaya,D0089,e-wallet,completed,0,0
T000045,U0200,2024-05-14 11:11:06,64096.0,M0046,food_beverage,Surabaya,D0160,debit_card,completed,0,0
T000400,U0156,2024-06-16 01:15:58,262471.0,M0033,e-commerce,Semarang,D0156,credit_card,completed,0,0
T000066,U0123,2024-03-26 12:24:14,340918.0,M0063,transfer,Jakarta,D0123,e-wallet,completed,0,0
T000086,U0069,2024-01-08 03:50:58,220673.0,M0034,e-commerce,Jakarta,D0069,debit_card,completed,0,0
T000243,U0126,2024-06-23 21:35:37,377840.0,M0061,entertainment,Bandung,D0126,debit_card,completed,0,0
T000187,U0187,2024-03-13 15:16:28,154235.0,M0057,transfer,Surabaya,D0160,credit_card,completed,0,0
T000160,U0114,2024-03-26 09:50:59,149661.0,M0063,transfer,Medan,D0114,debit_card,completed,0,0
T000013,U0094,2024-04-12 20:07:08,334049.0,M0020,transfer,Surabaya,D0094,credit_card,completed,0,0
T000036,U0150,2024-05-08 12:18:47,637183.0,M0072,bills,Jakarta,D0150,debit_card,completed,0,0
T000029,U0193,2024-05-13 07:27:24,78177.0,M0072,bills,Jakarta,D0160,credit_card,completed,0,0
T000171,U0114,2024-06-06 09:54:30,249379.0,M0019,bills,Medan,D0114,debit_card,completed,0,0
T000143,U0028,2024-06-24 13:23:02,230111.0,M0074,e-commerce,Jakarta,D0028,debit_card,completed,0,0
T000347,U0034,2024-02-28 18:48:12,62810.0,M0042,e-commerce,Surabaya,D0034,credit_card,completed,0,0
T000297,U0124,2024-01-09 13:50:13,199765.0,M0026,e-commerce,Surabaya,D0124,e-wallet,completed,0,0
T000222,U0113,2024-03-09 03:41:03,170959.0,M0065,food_beverage,Surabaya,D0113,e-wallet,completed,0,0
T000096,U0189,2024-05-10 12:12:00,362835.0,M0073,e-commerce,Yogyakarta,D0160,e-wallet,completed,0,0
T000052,U0200,2024-04-05 08:18:10,119028.0,M0003,bills,Surabaya,D0160,e-wallet,completed,0,0
T000241,U0119,2024-04-30 07:11:49,190786.0,M0074,e-commerce,Surabaya,D0119,credit_card,completed,0,0
T000325,U0034,2024-02-16 03:47:45,448605.0,M0054,retail,Surabaya,D0034,credit_card,completed,1,0
T000423,U0118,2024-05-18 00:30:00,9200000.0,M0062,transfer,Semarang,D0142,bank_transfer,completed,1,0
T000179,U0096,2024-04-18 00:10:45,48253.0,M0020,transfer,Yogyakarta,D0096,debit_card,completed,0,0
T000042,U0034,2024-01-15 01:43:22,264102.0,M0050,entertainment,Surabaya,D0034,credit_card,completed,0,0
T000378,U0078,2024-04-22 05:46:09,675121.0,M0042,e-commerce,Semarang,D0078,credit_card,completed,0,0
T000207,U0078,2024-04-19 00:53:57,582824.0,M0075,food_beverage,Semarang,D0078,credit_card,completed,0,0
T000283,U0161,2024-01-09 00:51:42,50190.0,M0071,retail,Jakarta,D0160,e-wallet,pending,0,0
T000255,U0003,2024-02-06 16:25:56,245971.0,M0072,bills,Makassar,D0003,e-wallet,completed,0,0
T000361,U0078,2024-02-19 00:05:56,506689.0,M0047,retail,Semarang,D0078,credit_card,completed,0,0
T000005,U0120,2024-02-05 22:38:50,33116.0,M0003,bills,Medan,D0120,e-wallet,completed,0,0
T000257,U0028,2024-04-27 06:45:10,356783.0,M0009,e-commerce,Jakarta,D0028,debit_card,completed,0,0
T000390,U0156,2024-01-25 03:54:21,249236.0,M0033,e-commerce,Semarang,D0156,credit_card,completed,1,0
T000101,U0091,2024-03-02 08:41:05,277462.0,M0019,bills,Jakarta,D0091,e-wallet,completed,0,0
T000227,U0038,2024-01-08 06:32:55,482906.0,M0069,travel,Bandung,D0038,credit_card,completed,0,0
T000372,U0078,2024-03-11 18:19:58,840676.0,M0045,e-commerce,Semarang,D0078,credit_card,completed,0,0
T000214,U0068,2024-01-21 14:48:47,168781.0,M0003,bills,Surabaya,D0068,e-wallet,completed,0,0
T000172,U0177,2024-02-27 03:40:51,52591.0,M0073,e-commerce,Yogyakarta,D0160,bank_transfer,completed,0,0
T000099,U0052,2024-01-16 21:13:36,448943.0,M0067,e-commerce,Semarang,D0052,e-wallet,completed,0,0
T000293,U0012,2024-03-09 18:42:46,131435.0,M0057,transfer,Palembang,D0012,bank_transfer,completed,0,0
T000216,U0026,2024-01-16 02:59:36,61868.0,M0044,food_beverage,Jakarta,D0026,credit_card,pending,0,0
T000062,U0125,2024-01-08 16:50:42,211644.0,M0046,food_beverage,Jakarta,D0125,debit_card,completed,0,0
T000048,U0015,2024-02-02 17:45:43,406610.0,M0055,e-commerce,Surabaya,D0015,credit_card,completed,0,0
T000033,U0190,2024-05-08 20:34:15,231087.0,M0020,transfer,Jakarta,D0160,credit_card,completed,0,0
T000268,U0111,2024-03-21 00:41:36,477685.0,M0019,bills,Bandung,D0111,bank_transfer,completed,0,0
T000201,U0166,2024-04-19 17:33:09,164730.0,M0045,e-commerce,Surabaya,D0160,credit_card,completed,0,0
T000388,U0156,2024-04-04 16:38:29,893665.0,M0080,retail,Semarang,D0156,credit_card,completed,1,0
T000028,U0146,2024-02-13 03:20:33,79461.0,M0058,transfer,Jakarta,D0146,bank_transfer,completed,0,0
T000376,U0078,2024-03-03 05:04:35,1258596.0,M0025,retail,Semarang,D0078,credit_card,completed,0,0
T000231,U0112,2024-03-16 10:09:45,112824.0,M0009,e-commerce,Jakarta,D0112,credit_card,completed,0,0
T000261,U0173,2024-05-28 17:05:14,534038.0,M0058,transfer,Jakarta,D0160,e-wallet,completed,0,0
T000289,U0038,2024-05-25 14:56:52,229155.0,M0021,transfer,Bandung,D0038,credit_card,completed,0,0
T000163,U0100,2024-05-28 08:35:43,146346.0,M0011,e-commerce,Depok,D0100,e-wallet,completed,0,0
T000370,U0078,2024-02-12 18:20:46,452800.0,M0076,retail,Semarang,D0078,credit_card,completed,0,0
T000139,U0141,2024-01-27 09:29:43,492404.0,M0028,food_beverage,Bandung,D0141,credit_card,completed,0,0
T000063,U0121,2024-02-06 10:39:25,196995.0,M0029,gaming,Medan,D0121,e-wallet,pending,0,0
T000136,U0164,2024-01-10 05:18:04,240855.0,M0029,gaming,Bali,D0160,bank_transfer,completed,0,0
T000129,U0135,2024-01-30 00:43:52,748542.0,M0008,e-commerce,Medan,D0135,debit_card,completed,0,0
T000009,U0042,2024-02-13 13:49:52,255139.0,M0044,food_beverage,Bali,D0042,debit_card,completed,0,0
T000327,U0034,2024-02-04 04:50:38,521073.0,M0048,e-commerce,Surabaya,D0034,credit_card,completed,1,0
T000065,U0013,2024-03-16 12:32:58,387000.0,M0005,transfer,Medan,D0013,bank_transfer,completed,0,0
T000301,U0023,2024-03-15 10:03:00,120000.0,M0062,transfer,Jakarta,D0023,credit_card,completed,0,0
T000015,U0063,2024-03-03 09:07:12,711753.0,M0063,transfer,Bandung,D0063,credit_card,completed,0,0
T000157,U0115,2024-03-17 01:11:14,387757.0,M0050,entertainment,Jakarta,D0115,debit_card,pending,0,0
T000041,U0014,2024-02-17 04:29:50,548114.0,M0022,e-commerce,Bali,D0014,e-wallet,completed,0,0
T000399,U0156,2024-06-05 21:33:42,384481.0,M0011,e-commerce,Semarang,D0156,credit_card,completed,0,0
T000352,U0078,2024-02-02 06:07:50,134375.0,M0042,e-commerce,Semarang,D0078,credit_card,completed,1,1
T000217,U0094,2024-06-22 15:32:36,217481.0,M0001,entertainment,Surabaya,D0094,bank_transfer,completed,0,0
T000280,U0036,2024-02-25 13:50:00,136180.0,M0070,transfer,Jakarta,D0036,debit_card,completed,0,0
T000377,U0078,2024-04-12 01:10:22,421439.0,M0055,e-commerce,Semarang,D0078,credit_card,completed,0,0
T000338,U0034,2024-04-29 19:56:36,396856.0,M0054,retail,Surabaya,D0034,credit_card,completed,0,0
T000237,U0113,2024-06-24 19:35:00,117700.0,M0058,transfer,Surabaya,D0113,debit_card,completed,0,0
T000208,U0054,2024-05-07 19:17:32,651951.0,M0072,bills,Semarang,D0054,credit_card,completed,0,0
T000213,U0075,2024-05-10 23:08:30,330123.0,M0014,travel,Bali,D0075,bank_transfer,completed,0,0
T000296,U0122,2024-01-08 01:01:42,145353.0,M0039,bills,Medan,D0122,debit_card,completed,0,0
T000397,U0156,2024-04-03 21:14:25,559468.0,M0036,e-commerce,Semarang,D0156,credit_card,completed,0,0
T000252,U0036,2024-04-17 22:54:09,314059.0,M0046,food_beverage,Jakarta,D0036,bank_transfer,completed,0,0
T000424,U0162,2024-06-02 01:12:00,6100000.0,M0063,transfer,Palembang,D0143,bank_transfer,completed,1,0
T000398,U0156,2024-04-29 13:02:35,458842.0,M0004,e-commerce,Semarang,D0156,credit_card,completed,0,0
T000304,U0067,2024-04-22 02:05:00,95000.0,M0021,transfer,Bandung,D0067,credit_card,completed,0,0
T000351,U0078,2024-02-07 09:35:59,487989.0,M0011,e-commerce,Semarang,D0078,credit_card,completed,1,1
T000270,U0136,2024-05-27 18:15:18,32914.0,M0003,bills,Jakarta,D0136,debit_card,completed,0,0
T000202,U0056,2024-05-23 03:31:05,81041.0,M0035,travel,Yogyakarta,D0056,debit_card,completed,0,0
T000162,U0073,2024-02-16 04:15:41,152496.0,M0062,transfer,Bandung,D0073,debit_card,completed,0,0
T000044,U0060,2024-05-02 03:06:55,357416.0,M0003,bills,Jakarta,D0060,debit_card,completed,0,0
T000218,U0088,2024-02-24 14:59:24,113771.0,M0002,food_beverage,Bandung,D0088,bank_transfer,completed,0,0
T000191,U0060,2024-06-16 00:55:22,103040.0,M0013,transfer,Jakarta,D0060,credit_card,completed,0,0
T000310,U0045,2024-02-14 01:03:00,500000.0,M0006,transfer,Jakarta,D0045,e-wallet,completed,0,0
T000260,U0057,2024-04-29 06:42:49,94897.0,M0066,food_beverage,Bandung,D0057,debit_card,completed,0,0
T000106,U0141,2024-05-10 22:35:09,336147.0,M0051,travel,Bandung,D0141,bank_transfer,completed,0,0
T000054,U0008,2024-04-11 12:01:00,74728.0,M0063,transfer,Yogyakarta,D0008,debit_card,completed,0,0
T000002,U0085,2024-06-11 07:30:19,317777.0,M0062,transfer,Jakarta,D0085,e-wallet,completed,0,0
T000419,U0191,2024-01-29 15:04:52,11592543.0,M0005,transfer,Palembang,D0160,bank_transfer,completed,0,0
T000050,U0080,2024-05-17 11:53:21,61226.0,M0040,food_beverage,Bali,D0080,debit_card,completed,0,0
T000081,U0040,2024-02-06 05:35:48,59184.0,M0039,bills,Semarang,D0040,bank_transfer,completed,0,0
T000206,U0178,2024-03-12 04:16:42,108668.0,M0061,entertainment,Depok,D0160,bank_transfer,completed,0,0
T000035,U0045,2024-02-09 01:58:38,515710.0,M0057,transfer,Bali,D0045,credit_card,completed,0,0
T000264,U0008,2024-01-01 04:18:40,75924.0,M0073,e-commerce,Bali,D0008,e-wallet,pending,0,0
T000367,U0078,2024-04-26 07:59:55,899680.0,M0031,retail,Semarang,D0078,credit_card,completed,0,0
T000092,U0160,2024-03-12 02:02:27,46521.0,M0006,transfer,Yogyakarta,D0160,debit_card,completed,0,0
T000340,U0034,2024-05-28 00:35:32,485834.0,M0048,e-commerce,Surabaya,D0034,credit_card,completed,0,0
T000053,U0134,2024-03-20 14:31:49,276761.0,M0071,retail,Palembang,D0134,e-wallet,completed,0,0
T000346,U0034,2024-03-04 04:04:27,433980.0,M0008,e-commerce,Surabaya,D0034,credit_card,completed,0,0
T000265,U0040,2024-05-23 07:47:04,22044.0,M0020,transfer,Semarang,D0040,credit_card,completed,0,0
T000242,U0007,2024-01-17 07:42:25,388159.0,M0058,transfer,Yogyakarta,D0007,bank_transfer,completed,0,0
T000014,U0099,2024-06-29 01:30:58,340547.0,M0053,travel,Surabaya,D0099,debit_card,completed,0,0
T000316,U0089,2024-05-20 03:16:00,500000.0,M0005,transfer,Surabaya,D0089,e-wallet,completed,0,0
T000089,U0014,2024-06-11 02:04:18,574350.0,M0020,transfer,Bali,D0014,e-wallet,completed,0,0
T000274,U0160,2024-01-20 15:41:59,63233.0,M0022,e-commerce,Yogyakarta,D0160,debit_card,completed,1,0
T000167,U0086,2024-05-22 00:46:31,517448.0,M0036,e-commerce,Jakarta,D0086,e-wallet,completed,0,0
T000329,U0034,2024-02-15 06:44:34,532017.0,M0012,retail,Surabaya,D0034,credit_card,completed,1,0
T000427,U0133,2024-03-07 15:03:50,161214.0,M0048,e-commerce,Medan,D0150,e-wallet,completed,0,0
T000135,U0008,2024-05-19 19:45:54,58334.0,M0061,entertainment,Yogyakarta,D0008,bank_transfer,pending,0,0
T000307,U0112,2024-05-08 14:44:00,3900000.0,M0021,transfer,Bali,D0112,credit_card,completed,0,0
T000417,U0144,2024-02-19 13:35:50,1771071.0,M0063,transfer,Medan,D0144,bank_transfer,completed,0,0
T000320,U0089,2024-05-20 03:20:00,500000.0,M0062,transfer,Surabaya,D0089,e-wallet,completed,0,0
T000244,U0096,2024-06-29 21:25:56,45594.0,M0039,bills,Medan,D0096,credit_card,completed,0,0
T000055,U0065,2024-01-24 00:40:10,92868.0,M0011,e-commerce,Medan,D0065,debit_card,completed,0,0
T000364,U0078,2024-03-26 02:28:18,461274.0,M0036,e-commerce,Semarang,D0078,credit_card,completed,0,0
T000051,U0072,2024-02-21 22:15:38,42395.0,M0065,food_beverage,Surabaya,D0072,bank_transfer,failed,0,0
T000175,U0103,2024-05-04 07:40:28,557428.0,M0037,transfer,Semarang,D0103,e-wallet,completed,0,0
T000190,U0197,2024-03-10 11:53:12,294540.0,M0029,gaming,Medan,D0160,e-wallet,completed,0,0
T000431,U0099,2024-03-27 15:15:38,216695.0,M0058,transfer,Jakarta,D0151,e-wallet,completed,0,0
T000188,U0062,2024-02-10 03:36:01,411619.0,M0004,e-commerce,Medan,D0062,credit_card,completed,0,0
T000170,U0116,2024-03-30 23:04:48,154665.0,M0026,e-commerce,Makassar,D0116,bank_transfer,completed,0,0
T000059,U0015,2024-04-29 10:58:48,251744.0,M0027,entertainment,Surabaya,D0015,e-wallet,completed,0,0
T000049,U0108,2024-04-13 04:00:20,92860.0,M0068,e-commerce,Makassar,D0108,credit_card,completed,0,0
T000345,U0034,2024-06-22 19:13:18,120335.0,M0079,retail,Surabaya,D0034,credit_card,completed,0,0
T000236,U0190,2024-02-24 06:52:25,615538.0,M0030,e-commerce,Jakarta,D0160,debit_card,completed,0,0
T000253,U0070,2024-06-10 13:54:54,352573.0,M0016,e-commerce,Surabaya,D0070,credit_card,completed,0,0
T000022,U0015,2024-05-16 13:51:56,581135.0,M0016,e-commerce,Surabaya,D0015,credit_card,completed,0,0
T000314,U0045,2024-02-14 01:07:00,500000.0,M0021,transfer,Jakarta,D0045,e-wallet,completed,0,0
T000161,U0090,2024-05-24 21:42:25,135345.0,M0014,travel,Bandung,D0090,bank_transfer,completed,0,0
T000277,U0178,2024-06-03 04:56:10,78611.0,M0056,travel,Depok,D0160,debit_card,completed,0,0
T000192,U0194,2024-01-29 01:15:20,164062.0,M0046,food_beverage,Bali,D0160,credit_card,completed,0,0
T000386,U0156,2024-06-17 03:16:19,304200.0,M0043,retail,Semarang,D0156,credit_card,completed,1,0
T000294,U0185,2024-02-28 06:54:57,188705.0,M0013,transfer,Yogyakarta,D0160,credit_card,completed,0,0
T000344,U0034,2024-02-10 22:33:52,338646.0,M0043,retail,Surabaya,D0034,credit_card,completed,0,0
T000258,U0164,2024-02-15 13:25:51,286360.0,M0005,transfer,Jakarta,D0160,bank_transfer,completed,0,0
T000309,U0045,2024-02-14 01:02:00,500000.0,M0005,transfer,Jakarta,D0045,e-wallet,completed,0,0
T000150,U0081,2024-06-19 14:14:24,106200.0,M0029,gaming,Semarang,D0081,bank_transfer,completed,0,0
T000131,U0160,2024-04-19 17:19:02,73751.0,M0009,e-commerce,Yogyakarta,D0160,debit_card,completed,0,0
T000152,U0007,2024-05-19 21:27:22,433024.0,M0007,food_beverage,Yogyakarta,D0007,credit_card,completed,0,0
T000360,U0078,2024-01-06 15:01:46,984750.0,M0022,e-commerce,Semarang,D0078,credit_card,completed,1,0
T000100,U0137,2024-02-04 09:33:23,107828.0,M0053,travel,Depok,D0137,bank_transfer,completed,0,0
T000373,U0078,2024-05-25 13:50:37,639419.0,M0008,e-commerce,Semarang,D0078,credit_card,completed,0,0
T000088,U0039,2024-06-28 08:04:39,597906.0,M0018,gaming,Jakarta,D0039,debit_card,completed,0,0
T000331,U0034,2024-04-02 14:05:28,297906.0,M0009,e-commerce,Surabaya,D0034,credit_card,completed,0,0
T000215,U0093,2024-06-15 08:30:52,354736.0,M0056,travel,Semarang,D0093,e-wallet,failed,0,0
T000122,U0027,2024-01-09 02:57:36,385836.0,M0061,entertainment,Bandung,D0027,bank_transfer,completed,0,0
T000433,U0188,2024-04-21 04:38:34,112272.0,M0071,retail,Jakarta,D0151,e-wallet,completed,0,0
T000021,U0088,2024-04-26 05:56:40,106181.0,M0072,bills,Semarang,D0088,debit_card,completed,0,0
T000189,U0177,2024-04-20 11:05:58,143091.0,M0015,retail,Surabaya,D0160,e-wallet,completed,0,0
T000072,U0027,2024-01-26 07:14:14,158143.0,M0021,transfer,Bandung,D0027,debit_card,completed,0,0
T000107,U0151,2024-01-07 14:15:09,668159.0,M0020,transfer,Bali,D0151,e-wallet,completed,0,0
T000271,U0194,2024-04-26 17:19:43,50161.0,M0019,bills,Bali,D0160,debit_card,completed,0,0
T000349,U0034,2024-04-27 10:52:22,478098.0,M0071,retail,Surabaya,D0034,credit_card,completed,0,0
T000103,U0028,2024-02-05 15:35:32,234369.0,M0065,food_beverage,Jakarta,D0028,debit_card,completed,0,0
